Date,Start (ET),Away,PTS (Away),Home,PTS (Home),,,Attend.,Arena,Notes
Tue Apr 4 2023,8:00p,Sacramento Kings,121,New Orleans Pelicans,103,Box Score,,15799,Smoothie King Center,
Tue Apr 4 2023,8:00p,Boston Celtics,101,Philadelphia 76ers,103,Box Score,,21104,Wells Fargo Center,
Tue Apr 4 2023,9:00p,Los Angeles Lakers,135,Utah Jazz,133,Box Score,OT,18206,Vivint Arena,
Tue Apr 4 2023,10:00p,Oklahoma City Thunder,125,Golden State Warriors,136,Box Score,,18064,Chase Center,
Tue Apr 4 2023,10:00p,San Antonio Spurs,94,Phoenix Suns,115,Box Score,,17071,Footprint Center,
Wed Apr 5 2023,7:00p,Brooklyn Nets,123,Detroit Pistons,108,Box Score,,18313,Little Caesars Arena,
Wed Apr 5 2023,7:00p,New York Knicks,138,Indiana Pacers,129,Box Score,,16789,Gainbridge Fieldhouse,
Wed Apr 5 2023,7:30p,Washington Wizards,116,Atlanta Hawks,134,Box Score,,17727,State Farm Arena,
Wed Apr 5 2023,7:30p,Toronto Raptors,93,Boston Celtics,97,Box Score,,19156,TD Garden,
Wed Apr 5 2023,7:30p,Chicago Bulls,92,Milwaukee Bucks,105,Box Score,,17679,Fiserv Forum,
Wed Apr 5 2023,8:00p,Memphis Grizzlies,131,New Orleans Pelicans,138,Box Score,OT,17232,Smoothie King Center,
Wed Apr 5 2023,8:30p,Sacramento Kings,119,Dallas Mavericks,123,Box Score,,20271,American Airlines Center,
Wed Apr 5 2023,10:00p,Los Angeles Lakers,118,Los Angeles Clippers,125,Box Score,,19068,Crypto.com Arena,
Thu Apr 6 2023,7:00p,Cleveland Cavaliers,118,Orlando Magic,94,Box Score,,19235,Amway Center,
Thu Apr 6 2023,7:30p,Miami Heat,129,Philadelphia 76ers,101,Box Score,,21178,Wells Fargo Center,
Thu Apr 6 2023,8:00p,Portland Trail Blazers,127,San Antonio Spurs,129,Box Score,,16023,Moody Center,
Thu Apr 6 2023,9:00p,Oklahoma City Thunder,114,Utah Jazz,98,Box Score,,18206,Vivint Arena,
Thu Apr 6 2023,10:00p,Denver Nuggets,115,Phoenix Suns,119,Box Score,,17071,Footprint Center,
Fri Apr 7 2023,7:00p,Houston Rockets,112,Charlotte Hornets,109,Box Score,,19102,Spectrum Center,
Fri Apr 7 2023,7:00p,Detroit Pistons,122,Indiana Pacers,115,Box Score,,17274,Gainbridge Fieldhouse,
Fri Apr 7 2023,7:00p,Miami Heat,108,Washington Wizards,114,Box Score,,20476,Capital One Arena,
Fri Apr 7 2023,7:30p,Philadelphia 76ers,136,Atlanta Hawks,131,Box Score,OT,17627,State Farm Arena,
Fri Apr 7 2023,7:30p,Toronto Raptors,102,Boston Celtics,121,Box Score,,19156,TD Garden,
Fri Apr 7 2023,7:30p,Orlando Magic,84,Brooklyn Nets,101,Box Score,,18177,Barclays Center,
Fri Apr 7 2023,8:00p,Memphis Grizzlies,137,Milwaukee Bucks,114,Box Score,,18010,Fiserv Forum,
Fri Apr 7 2023,8:00p,New York Knicks,105,New Orleans Pelicans,113,Box Score,,18656,Smoothie King Center,
Fri Apr 7 2023,8:30p,Chicago Bulls,115,Dallas Mavericks,112,Box Score,,20313,American Airlines Center,
Fri Apr 7 2023,10:00p,Golden State Warriors,119,Sacramento Kings,97,Box Score,,18253,Golden 1 Center,
Fri Apr 7 2023,10:30p,Phoenix Suns,107,Los Angeles Lakers,121,Box Score,,18997,Crypto.com Arena,
Sat Apr 8 2023,3:30p,Denver Nuggets,114,Utah Jazz,118,Box Score,,18206,Vivint Arena,
Sat Apr 8 2023,4:00p,Portland Trail Blazers,125,Los Angeles Clippers,136,Box Score,,19068,Crypto.com Arena,
Sat Apr 8 2023,4:00p,Minnesota Timberwolves,151,San Antonio Spurs,131,Box Score,,16148,Moody Center,
Sun Apr 9 2023,1:00p,Atlanta Hawks,114,Boston Celtics,120,Box Score,,19156,TD Garden,
Sun Apr 9 2023,1:00p,Philadelphia 76ers,134,Brooklyn Nets,105,Box Score,,17732,Barclays Center,
Sun Apr 9 2023,1:00p,Detroit Pistons,81,Chicago Bulls,103,Box Score,,21530,United Center,
Sun Apr 9 2023,1:00p,Charlotte Hornets,106,Cleveland Cavaliers,95,Box Score,,19432,Rocket Mortgage Fieldhouse,
Sun Apr 9 2023,1:00p,Orlando Magic,110,Miami Heat,123,Box Score,,19894,Kaseya Center,
Sun Apr 9 2023,1:00p,Indiana Pacers,141,New York Knicks,136,Box Score,,19812,Madison Square Garden (IV),
Sun Apr 9 2023,1:00p,Milwaukee Bucks,105,Toronto Raptors,121,Box Score,,19800,Scotiabank Arena,
Sun Apr 9 2023,1:00p,Houston Rockets,114,Washington Wizards,109,Box Score,,15233,Capital One Arena,
Sun Apr 9 2023,3:30p,San Antonio Spurs,138,Dallas Mavericks,117,Box Score,,20141,American Airlines Center,
Sun Apr 9 2023,3:30p,Sacramento Kings,95,Denver Nuggets,109,Box Score,,19652,Ball Arena,
Sun Apr 9 2023,3:30p,Utah Jazz,117,Los Angeles Lakers,128,Box Score,,18997,Crypto.com Arena,
Sun Apr 9 2023,3:30p,New Orleans Pelicans,108,Minnesota Timberwolves,113,Box Score,,18978,Target Center,
Sun Apr 9 2023,3:30p,Memphis Grizzlies,100,Oklahoma City Thunder,115,Box Score,,16601,Paycom Center,
Sun Apr 9 2023,3:30p,Los Angeles Clippers,119,Phoenix Suns,114,Box Score,,17071,Footprint Center,
Sun Apr 9 2023,3:30p,Golden State Warriors,157,Portland Trail Blazers,101,Box Score,,19731,Moda Center,
Tue Apr 11 2023,7:30p,Atlanta Hawks,116,Miami Heat,105,Box Score,,19662,Kaseya Center,Play-In Game
Tue Apr 11 2023,10:00p,Minnesota Timberwolves,102,Los Angeles Lakers,108,Box Score,OT,18997,Crypto.com Arena,Play-In Game
Wed Apr 12 2023,7:00p,Chicago Bulls,109,Toronto Raptors,105,Box Score,,19800,Scotiabank Arena,Play-In Game
Wed Apr 12 2023,9:30p,Oklahoma City Thunder,123,New Orleans Pelicans,118,Box Score,,18715,Smoothie King Center,Play-In Game
Fri Apr 14 2023,7:00p,Chicago Bulls,91,Miami Heat,102,Box Score,,19678,Kaseya Center,Play-In Game
Fri Apr 14 2023,9:30p,Oklahoma City Thunder,95,Minnesota Timberwolves,120,Box Score,,19304,Target Center,Play-In Game
Sat Apr 15 2023,1:00p,Brooklyn Nets,101,Philadelphia 76ers,121,Box Score,,20913,Wells Fargo Center,
Sat Apr 15 2023,3:30p,Atlanta Hawks,99,Boston Celtics,112,Box Score,,19156,TD Garden,
Sat Apr 15 2023,6:00p,New York Knicks,101,Cleveland Cavaliers,97,Box Score,,19432,Rocket Mortgage Fieldhouse,
Sat Apr 15 2023,8:30p,Golden State Warriors,123,Sacramento Kings,126,Box Score,,18253,Golden 1 Center,
Sun Apr 16 2023,3:00p,Los Angeles Lakers,128,Memphis Grizzlies,112,Box Score,,18487,FedEx Forum,
Sun Apr 16 2023,5:30p,Miami Heat,130,Milwaukee Bucks,117,Box Score,,17381,Fiserv Forum,
Sun Apr 16 2023,8:00p,Los Angeles Clippers,115,Phoenix Suns,110,Box Score,,17071,Footprint Center,
Sun Apr 16 2023,10:30p,Minnesota Timberwolves,80,Denver Nuggets,109,Box Score,,19628,Ball Arena,
Mon Apr 17 2023,7:30p,Brooklyn Nets,84,Philadelphia 76ers,96,Box Score,,20958,Wells Fargo Center,
Mon Apr 17 2023,10:00p,Golden State Warriors,106,Sacramento Kings,114,Box Score,,18253,Golden 1 Center,
Tue Apr 18 2023,7:00p,Atlanta Hawks,106,Boston Celtics,119,Box Score,,19156,TD Garden,
Tue Apr 18 2023,7:30p,New York Knicks,90,Cleveland Cavaliers,107,Box Score,,19432,Rocket Mortgage Fieldhouse,
Tue Apr 18 2023,10:00p,Los Angeles Clippers,109,Phoenix Suns,123,Box Score,,17071,Footprint Center,
Wed Apr 19 2023,7:30p,Los Angeles Lakers,93,Memphis Grizzlies,103,Box Score,,17928,FedEx Forum,
Wed Apr 19 2023,9:00p,Miami Heat,122,Milwaukee Bucks,138,Box Score,,17576,Fiserv Forum,
Wed Apr 19 2023,10:00p,Minnesota Timberwolves,113,Denver Nuggets,122,Box Score,,19683,Ball Arena,
Thu Apr 20 2023,7:30p,Philadelphia 76ers,102,Brooklyn Nets,97,Box Score,,17910,Barclays Center,
Thu Apr 20 2023,10:00p,Sacramento Kings,97,Golden State Warriors,114,Box Score,,18064,Chase Center,
Thu Apr 20 2023,10:30p,Phoenix Suns,129,Los Angeles Clippers,124,Box Score,,19068,Crypto.com Arena,
Fri Apr 21 2023,7:00p,Boston Celtics,122,Atlanta Hawks,130,Box Score,,18536,State Farm Arena,
Fri Apr 21 2023,8:30p,Cleveland Cavaliers,79,New York Knicks,99,Box Score,,19812,Madison Square Garden (IV),
Fri Apr 21 2023,9:30p,Denver Nuggets,120,Minnesota Timberwolves,111,Box Score,,19536,Target Center,
Sat Apr 22 2023,1:00p,Philadelphia 76ers,96,Brooklyn Nets,88,Box Score,,18037,Barclays Center,
Sat Apr 22 2023,3:30p,Phoenix Suns,112,Los Angeles Clippers,100,Box Score,,19068,Crypto.com Arena,
Sat Apr 22 2023,7:30p,Milwaukee Bucks,99,Miami Heat,121,Box Score,,19734,Kaseya Center,
Sat Apr 22 2023,10:00p,Memphis Grizzlies,101,Los Angeles Lakers,111,Box Score,,18997,Crypto.com Arena,
Sun Apr 23 2023,1:00p,Cleveland Cavaliers,93,New York Knicks,102,Box Score,,19812,Madison Square Garden (IV),
Sun Apr 23 2023,3:30p,Sacramento Kings,125,Golden State Warriors,126,Box Score,,18064,Chase Center,
Sun Apr 23 2023,7:00p,Boston Celtics,129,Atlanta Hawks,121,Box Score,,19144,State Farm Arena,
Sun Apr 23 2023,9:30p,Denver Nuggets,108,Minnesota Timberwolves,114,Box Score,OT,18978,Target Center,
Mon Apr 24 2023,7:30p,Milwaukee Bucks,114,Miami Heat,119,Box Score,,19614,Kaseya Center,
Mon Apr 24 2023,10:00p,Memphis Grizzlies,111,Los Angeles Lakers,117,Box Score,OT,18997,Crypto.com Arena,
Tue Apr 25 2023,7:30p,Atlanta Hawks,119,Boston Celtics,117,Box Score,,19156,TD Garden,
Tue Apr 25 2023,9:00p,Minnesota Timberwolves,109,Denver Nuggets,112,Box Score,,19691,Ball Arena,
Tue Apr 25 2023,10:00p,Los Angeles Clippers,130,Phoenix Suns,136,Box Score,,17071,Footprint Center,
Wed Apr 26 2023,7:00p,New York Knicks,106,Cleveland Cavaliers,95,Box Score,,19432,Rocket Mortgage Fieldhouse,
Wed Apr 26 2023,7:30p,Los Angeles Lakers,99,Memphis Grizzlies,116,Box Score,,18117,FedEx Forum,
Wed Apr 26 2023,9:30p,Miami Heat,128,Milwaukee Bucks,126,Box Score,OT,18113,Fiserv Forum,
Wed Apr 26 2023,10:00p,Golden State Warriors,123,Sacramento Kings,116,Box Score,,18253,Golden 1 Center,
Thu Apr 27 2023,8:30p,Boston Celtics,128,Atlanta Hawks,120,Box Score,,19176,State Farm Arena,
Fri Apr 28 2023,8:00p,Sacramento Kings,118,Golden State Warriors,99,Box Score,,18064,Chase Center,
Fri Apr 28 2023,10:30p,Memphis Grizzlies,85,Los Angeles Lakers,125,Box Score,,18997,Crypto.com Arena,
Sat Apr 29 2023,8:30p,Phoenix Suns,107,Denver Nuggets,125,Box Score,,19762,Ball Arena,
Sun Apr 30 2023,1:00p,Miami Heat,108,New York Knicks,101,Box Score,,19812,Madison Square Garden (IV),
Sun Apr 30 2023,3:30p,Golden State Warriors,120,Sacramento Kings,100,Box Score,,18253,Golden 1 Center,
Mon May 1 2023,7:30p,Philadelphia 76ers,119,Boston Celtics,115,Box Score,,19156,TD Garden,
Mon May 1 2023,10:00p,Phoenix Suns,87,Denver Nuggets,97,Box Score,,19592,Ball Arena,
Tue May 2 2023,7:30p,Miami Heat,105,New York Knicks,111,Box Score,,19812,Madison Square Garden (IV),
Tue May 2 2023,10:00p,Los Angeles Lakers,117,Golden State Warriors,112,Box Score,,18064,Chase Center,
Wed May 3 2023,8:00p,Philadelphia 76ers,87,Boston Celtics,121,Box Score,,19156,TD Garden,
Thu May 4 2023,9:00p,Los Angeles Lakers,100,Golden State Warriors,127,Box Score,,18064,Chase Center,
Fri May 5 2023,7:30p,Boston Celtics,114,Philadelphia 76ers,102,Box Score,,21290,Wells Fargo Center,
Fri May 5 2023,10:00p,Denver Nuggets,114,Phoenix Suns,121,Box Score,,17071,Footprint Center,
Sat May 6 2023,3:30p,New York Knicks,86,Miami Heat,105,Box Score,,19927,Kaseya Center,
Sat May 6 2023,8:30p,Golden State Warriors,97,Los Angeles Lakers,127,Box Score,,18997,Crypto.com Arena,
Sun May 7 2023,3:30p,Boston Celtics,115,Philadelphia 76ers,116,Box Score,OT,21264,Wells Fargo Center,
Sun May 7 2023,8:00p,Denver Nuggets,124,Phoenix Suns,129,Box Score,,17071,Footprint Center,
Mon May 8 2023,7:30p,New York Knicks,101,Miami Heat,109,Box Score,,19769,Kaseya Center,
Mon May 8 2023,10:00p,Golden State Warriors,101,Los Angeles Lakers,104,Box Score,,18997,Crypto.com Arena,
Tue May 9 2023,7:30p,Philadelphia 76ers,115,Boston Celtics,103,Box Score,,19156,TD Garden,
Tue May 9 2023,10:00p,Phoenix Suns,102,Denver Nuggets,118,Box Score,,19773,Ball Arena,
Wed May 10 2023,7:30p,Miami Heat,103,New York Knicks,112,Box Score,,19812,Madison Square Garden (IV),
Wed May 10 2023,10:00p,Los Angeles Lakers,106,Golden State Warriors,121,Box Score,,18064,Chase Center,
Thu May 11 2023,7:30p,Boston Celtics,95,Philadelphia 76ers,86,Box Score,,21337,Wells Fargo Center,
Thu May 11 2023,10:00p,Denver Nuggets,125,Phoenix Suns,100,Box Score,,17071,Footprint Center,
Fri May 12 2023,7:30p,New York Knicks,92,Miami Heat,96,Box Score,,19737,Kaseya Center,
Fri May 12 2023,10:00p,Golden State Warriors,101,Los Angeles Lakers,122,Box Score,,18997,Crypto.com Arena,
Sun May 14 2023,3:30p,Philadelphia 76ers,88,Boston Celtics,112,Box Score,,19156,TD Garden,
Tue May 16 2023,8:30p,Los Angeles Lakers,126,Denver Nuggets,132,Box Score,,19633,Ball Arena,
Wed May 17 2023,8:30p,Miami Heat,123,Boston Celtics,116,Box Score,,19156,TD Garden,
Thu May 18 2023,8:30p,Los Angeles Lakers,103,Denver Nuggets,108,Box Score,,19742,Ball Arena,
Fri May 19 2023,8:30p,Miami Heat,111,Boston Celtics,105,Box Score,,19156,TD Garden,
Sat May 20 2023,8:30p,Denver Nuggets,119,Los Angeles Lakers,108,Box Score,,18997,Crypto.com Arena,
Sun May 21 2023,8:30p,Boston Celtics,102,Miami Heat,128,Box Score,,20088,Kaseya Center,
Mon May 22 2023,8:30p,Denver Nuggets,113,Los Angeles Lakers,111,Box Score,,18997,Crypto.com Arena,
Tue May 23 2023,8:30p,Boston Celtics,116,Miami Heat,99,Box Score,,20147,Kaseya Center,
Thu May 25 2023,8:30p,Miami Heat,97,Boston Celtics,110,Box Score,,19156,TD Garden,
Sat May 27 2023,8:30p,Boston Celtics,104,Miami Heat,103,Box Score,,20201,Kaseya Center,
Mon May 29 2023,8:30p,Miami Heat,103,Boston Celtics,84,Box Score,,19156,TD Garden,
Thu Jun 1 2023,8:30p,Miami Heat,93,Denver Nuggets,104,Box Score,,19528,Ball Arena,
Sun Jun 4 2023,8:00p,Miami Heat,111,Denver Nuggets,108,Box Score,,19537,Ball Arena,
Wed Jun 7 2023,8:30p,Denver Nuggets,109,Miami Heat,94,Box Score,,20019,Kaseya Center,
Fri Jun 9 2023,8:30p,Denver Nuggets,108,Miami Heat,95,Box Score,,20184,Kaseya Center,
Mon Jun 12 2023,8:30p,Miami Heat,89,Denver Nuggets,94,Box Score,,19537,Ball Arena,
